Reason,gbifID,accessRights,bibliographicCitation,language,license,modified,publisher,references,rightsHolder,type,institutionID,collectionID,datasetID,institutionCode,collectionCode,datasetName,ownerInstitutionCode,basisOfRecord,informationWithheld,dataGeneralizations,dynamicProperties,occurrenceID,catalogNumber,recordNumber,recordedBy,recordedByID,individualCount,organismQuantity,organismQuantityType,sex,lifeStage,reproductiveCondition,caste,behavior,vitality,establishmentMeans,degreeOfEstablishment,pathway,georeferenceVerificationStatus,occurrenceStatus,preparations,disposition,associatedOccurrences,associatedReferences,associatedSequences,associatedTaxa,otherCatalogNumbers,occurrenceRemarks,organismID,organismName,organismScope,associatedOrganisms,previousIdentifications,organismRemarks,materialEntityID,materialEntityRemarks,verbatimLabel,materialSampleID,eventID,parentEventID,eventType,fieldNumber,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,samplingProtocol,sampleSizeValue,sampleSizeUnit,samplingEffort,fieldNotes,eventRemarks,locationID,higherGeographyID,higherGeography,continent,waterBody,islandGroup,island,countryCode,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,verticalDatum,verbatimDepth,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,locationAccordingTo,locationRemarks,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,pointRadiusSpatialFit,verbatimCoordinateSystem,verbatimSRS,footprintWKT,footprintSRS,footprintSpatialFit,georeferencedBy,georeferencedDate,georeferenceProtocol,georeferenceSources,georeferenceRemarks,geologicalContextID,earliestEonOrLowestEonothem,latestEonOrHighestEonothem,earliestEraOrLowestErathem,latestEraOrHighestErathem,earliestPeriodOrLowestSystem,latestPeriodOrHighestSystem,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,earliestAgeOrLowestStage,latestAgeOrHighestStage,lowestBiostratigraphicZone,highestBiostratigraphicZone,lithostratigraphicTerms,group,formation,member,bed,identificationID,verbatimIdentification,identificationQualifier,typeStatus,identifiedBy,identifiedByID,dateIdentified,identificationReferences,identificationVerificationStatus,identificationRemarks,taxonID,scientificNameID,acceptedNameUsageID,parentNameUsageID,originalNameUsageID,nameAccordingToID,namePublishedInID,taxonConceptID,scientificName,acceptedNameUsage,parentNameUsage,originalNameUsage,nameAccordingTo,namePublishedIn,namePublishedInYear,higherClassification,kingdom,phylum,class,order,superfamily,family,subfamily,tribe,subtribe,genus,genericName,subgenus,infragenericEpithet,specificEpithet,infraspecificEpithet,cultivarEpithet,taxonRank,verbatimTaxonRank,vernacularName,nomenclaturalCode,taxonomicStatus,nomenclaturalStatus,taxonRemarks,datasetKey,publishingCountry,lastInterpreted,elevation,elevationAccuracy,depth,depthAccuracy,distanceFromCentroidInMeters,issue,taxonomicIssue,nonTaxonomicIssue,mediaType,hasCoordinate,hasGeospatialIssues,taxonKey,acceptedTaxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,subgenusKey,speciesKey,species,acceptedScientificName,verbatimScientificName,typifiedName,protocol,lastParsed,lastCrawled,isInvasive,repatriated,relativeOrganismQuantity,projectId,isSequenced,gbifRegion,publishedByGbifRegion,level0Gid,level0Name,level1Gid,level1Name,level2Gid,level2Name,level3Gid,level3Name,iucnRedListCategory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unreliable Location Data,3469957574,,,,CC0_1_0,2025-04-23T02:12:04Z,,https://sernecportal.org/portal/collections/individual/index.php?occid=9648394,,,,fe609977-5b39-49c5-905a-32ca83233244,,LSU,Vascular Plants,,LSU(NLU),PRESERVED_SPECIMEN,,,,9bd4e911-1560-42e4-8c1c-3bddc60e6060,NLU0387619,2574,W. C. Holmes,,,,,,,,,,,,,,,PRESENT,,,,,,,LSU Accession #: 225384,,,,,,,,,,,,,,,,3/31/1976,,91,91,1976,3,31,,,,,,,,,,,,,,,,US,Louisiana,Natchitoches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,,,,,,1212,,,,,,,,Raphanus raphanistrum L.,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,SPECIES,,,,ACCEPTED,,,56e9c560-bd2a-11dd-b15e-b8a03c50a862,US,2026-01-13T21:49:43.079Z,,,,,,TAXON_ID_NOT_FOUND;IDENTIFIED_DATE_INVALID;AMBIGUOUS_INSTITUTION,,,StillImage,FALSE,FALSE,3040983,3040983,6,7707728,220,7225535,3112,3040962,,3040983,Raphanus raphanistrum,Raphanus raphanistrum L.,Raphanus raphanistrum,,DWC_ARCHIVE,2026-01-13T21:49:43.079Z,2026-01-13T21:39:13.170Z,,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unreliable Location Data,3469960736,,,,CC0_1_0,2025-04-23T02:12:04Z,,https://sernecportal.org/portal/collections/individual/index.php?occid=9668407,,,,fe609977-5b39-49c5-905a-32ca83233244,,LSU,Vascular Plants,,LSU(NLU),PRESERVED_SPECIMEN,,,,103f3a01-85bf-4203-b365-51bb2de8d876,NLU0397074,812,Robert C. Gough,,,,,,,,,,,,,,,PRESENT,,,,,,,LSU Accession #: 225504,,,,,,,,,,,,,,,,3/25/1978,,84,84,1978,3,25,,,,,,,,,,,,,,,,US,Louisiana,West Carroll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,,,,,,1212,,,,,,,,Raphanus raphanistrum L.,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,SPECIES,,,,ACCEPTED,,,56e9c560-bd2a-11dd-b15e-b8a03c50a862,US,2026-01-13T21:49:43.873Z,,,,,,TAXON_ID_NOT_FOUND;AMBIGUOUS_INSTITUTION,,,StillImage,FALSE,FALSE,3040983,3040983,6,7707728,220,7225535,3112,3040962,,3040983,Raphanus raphanistrum,Raphanus raphanistrum L.,Raphanus raphanistrum,,DWC_ARCHIVE,2026-01-13T21:49:43.873Z,2026-01-13T21:39:13.170Z,,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unreliable Location Data,4101952374,,,,CC0_1_0,2025-04-23T02:12:04Z,,https://sernecportal.org/portal/collections/individual/index.php?occid=9714249,Botanical Research Institute of Texas,,,b198a10f-39d3-44ac-be3f-c617646b5eb2,,BRIT,NLU,,,PRESERVED_SPECIMEN,,,,61631735-253e-4032-a42b-ae35d15f1c67,NLU0428764,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,Louisiana,Ouachita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1213,,,,,,,,Raphanus sativus L.,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,sativus,,,SPECIES,,,,ACCEPTED,,,bb0366a9-2a7e-44f8-9c9a-e49c23dae2f8,US,2026-01-07T15:35:49.484Z,,,,,,TAXON_ID_NOT_FOUND;INSTITUTION_MATCH_FUZZY,,,StillImage,FALSE,FALSE,3040983,3040983,6,7707728,220,7225535,3112,3040962,,3040983,Raphanus raphanistrum,Raphanus raphanistrum L.,Raphanus raphanistrum,,DWC_ARCHIVE,2026-01-07T15:35:49.484Z,2026-01-07T15:26:37.060Z,,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unreliable Location Data,2452825012,,,,CC_BY_4_0,2023-11-24T08:20:44Z,,https://specieslink.net/guid/1/201431,Herb?°rio do Estado Maria Eneyda P. Kaufmann Fidalgo - Cole?ß?£o de Plantas Vasculares,,,https://specieslink.net/col/1,,IPA/SP,SP,,Instituto de Pesquisas Ambientais,PRESERVED_SPECIMEN,,,,https://specieslink.net/guid/1/201431,201431,88384,"Dale Thomas, R",,,,,,,,,,,introduced,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,5/8/1984,,129,129,1984,5,8,,,,,,,,,,,,,,,,US,Louisiana,,Richland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raphanus raphanistrum L.,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,SPECIES,,,,ACCEPTED,,,1edd3c3f-cfd7-4fd5-bfba-2c67737a17ba,US,2026-01-06T19:27:17.350Z,,,,,,TAXON_ID_NOT_FOUND;INSTITUTION_MATCH_FUZZY,,,StillImage,FALSE,FALSE,7678610,7678610,6,7707728,220,7225535,3112,3040962,,7678610,Raphanus sativus,Raphanus sativus L.,Raphanus sativus,,DWC_ARCHIVE,2026-01-06T19:27:17.350Z,2026-01-06T19:18:23.682Z,,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unreliable Location Data,1998374117,https://huh.harvard.edu/access-digital-reproductions-works-public-domain,,en,CC_BY_4_0,2015-07-26T17:33:22Z,,http://data.huh.harvard.edu/10703a42-a872-44ac-84cd-9cce608262b5/image,President and Fellows of Harvard College,http://purl.org/dc/dcmitype/PhysicalObject,urn:lsid:biocol.org:col:15868,urn:lsid:biocol.org:col:15868,,NEBC,NEBC,Harvard University Herbaria: All Records,,PRESERVED_SPECIMEN,,,"{""huh_taxonomic_group"": ""Vascular"", ""huh_project_id"": 3, ""huh_project_name"": ""New England Vascular Plants TCN""}",10703a42-a872-44ac-84cd-9cce608262b5,barcode-00602170,1247,E. B. Chamberlain,,,,,,,,,,,,,,,PRESENT,Sheet,in collection,,,,,,,,,,,,,,,,,,,,1247,7/25/1909,,206,206,1909,7,25,25-Jul-09,,,,,,,,,,North America;United States of America;Maine;Cumberland County;,NORTH_AMERICA,,,,US,Maine,Cumberland County,Cumberland,Cumberland,Cumberland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raphanus raphanistrum L.,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,SPECIES,,,,ACCEPTED,,,07afc988-ad0b-4664-890e-96ac643ffbc7,US,2026-01-06T21:29:32.866Z,,,,,,TAXON_ID_NOT_FOUND;IDENTIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY,,,StillImage,FALSE,FALSE,3040983,3040983,6,7707728,220,7225535,3112,3040962,,3040983,Raphanus raphanistrum,Raphanus raphanistrum L.,Raphanus raphanistrum,,DWC_ARCHIVE,2026-01-06T21:29:32.866Z,2026-01-06T21:28:05.822Z,,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unreliable Location Data,1998381139,https://huh.harvard.edu/access-digital-reproductions-works-public-domain,,en,CC_BY_4_0,2015-07-26T16:39:40Z,,http://data.huh.harvard.edu/12117e24-4c9a-428f-98fd-cc6ee0702ef1/image,President and Fellows of Harvard College,http://purl.org/dc/dcmitype/PhysicalObject,urn:lsid:biocol.org:col:15868,urn:lsid:biocol.org:col:15868,,NEBC,NEBC,Harvard University Herbaria: All Records,,PRESERVED_SPECIMEN,,,"{""huh_taxonomic_group"": ""Vascular"", ""huh_project_id"": 3, ""huh_project_name"": ""New England Vascular Plants TCN""}",12117e24-4c9a-428f-98fd-cc6ee0702ef1,barcode-00582396,,W. H. Dunbar & J. L. Wakefield,,,,,,,,,,,,,,,PRESENT,Sheet,in collection,,,,,,,,,,,,,,,,,,,,,1880,,,,1880,,,July 1880,,,,,,,,,,North America;United States of America;Maine;,NORTH_AMERICA,,,,US,Maine,,,Mount Desert Island,Mount Desert Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raphanus raphanistrum L.,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,SPECIES,,,,ACCEPTED,,,07afc988-ad0b-4664-890e-96ac643ffbc7,US,2026-01-06T21:29:33.711Z,,,,,,TAXON_ID_NOT_FOUND;INSTITUTION_MATCH_FUZZY,,,StillImage,FALSE,FALSE,7678610,7678610,6,7707728,220,7225535,3112,3040962,,7678610,Raphanus sativus,Raphanus sativus L.,Raphanus sativus,,DWC_ARCHIVE,2026-01-06T21:29:33.711Z,2026-01-06T21:28:05.822Z,,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unreliable Location Data,1998384759,https://huh.harvard.edu/access-digital-reproductions-works-public-domain,,en,CC_BY_4_0,2015-07-26T17:31:45Z,,http://data.huh.harvard.edu/12c3f0d4-4eb2-4065-8c93-c03ea85f6a32/image,President and Fellows of Harvard College,http://purl.org/dc/dcmitype/PhysicalObject,urn:lsid:biocol.org:col:15868,urn:lsid:biocol.org:col:15868,,NEBC,NEBC,Harvard University Herbaria: All Records,,PRESERVED_SPECIMEN,,,"{""huh_taxonomic_group"": ""Vascular"", ""huh_project_id"": 3, ""huh_project_name"": ""New England Vascular Plants TCN""}",12c3f0d4-4eb2-4065-8c93-c03ea85f6a32,barcode-00602164,1,W. Deane,,,,,,,,,,,,,,,PRESENT,Sheet,in collection,,,,,,,,,,,,,,,,,,,,1,1899-08-08,,220,220,1899,8,8,"Aug. 8, 1899",,,,,,,,,,North America;United States of America;Maine;,NORTH_AMERICA,,,,US,Maine,,,Dover,Dover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raphanus raphanistrum L.,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,SPECIES,,,,ACCEPTED,,wild radish,97695324-8a6d-4a1c-98aa-16dbac2eb167,US,2026-01-06T18:14:22.073Z,,,,,,COORDINATE_INVALID;TAXON_ID_NOT_FOUND;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,,,StillImage,FALSE,TRUE,3040983,3040983,6,7707728,220,7225535,3112,3040962,,3040983,Raphanus raphanistrum,Raphanus raphanistrum L.,Raphanus raphanistrum,,DWC_ARCHIVE,2026-01-06T18:14:22.073Z,2026-01-06T18:13:38.317Z,,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unreliable Location Data,1998408687,https://huh.harvard.edu/access-digital-reproductions-works-public-domain,,en,CC_BY_4_0,2015-07-26T16:38:09Z,,http://data.huh.harvard.edu/183b301f-5874-4e09-b07d-f48176b53067/image,President and Fellows of Harvard College,http://purl.org/dc/dcmitype/PhysicalObject,urn:lsid:biocol.org:col:15631,urn:lsid:biocol.org:col:15631,,GH,GH,Harvard University Herbaria: All Records,,PRESERVED_SPECIMEN,,,"{""huh_taxonomic_group"": ""Vascular"", ""huh_project_id"": 3, ""huh_project_name"": ""New England Vascular Plants TCN""}",183b301f-5874-4e09-b07d-f48176b53067,barcode-00582389,,E. F. Williams,,,,,,,,,,,,,,,PRESENT,Sheet,in collection,,,,,,,,,,,,,,,,,,,,,1897-07-12,,193,193,1897,7,12,July 12. 1897,,,,,,,,,,North America;United States of America;Maine;Hancock County;,NORTH_AMERICA,,,Mount Desert Island,US,Maine,Hancock County,,Mount Desert Island,Mount Desert Island,,,,,,,"[Locality recorded only to Mount Desert Island, municipality not identified, more data may exist on sheet.]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raphanus raphanistrum L.,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,SPECIES,,,ICBN,ACCEPTED,,,e8a25a42-f125-476c-8554-3ec21cd51a84,CA,2025-11-25T05:49:48.929Z,,,,,,TAXON_ID_NOT_FOUND;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,,,StillImage,FALSE,FALSE,3040983,3040983,6,7707728,220,7225535,3112,3040962,,3040983,Raphanus raphanistrum,Raphanus raphanistrum L.,Raphanus raphanistrum L.,,EML,2025-11-25T05:49:48.929Z,2025-11-18T14:08:24.185Z,,TRUE,,CESP2018-005,FALSE,NORTH_AMERICA,NORTH_AMERICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unreliable Location Data,1998412530,https://huh.harvard.edu/access-digital-reproductions-works-public-domain,,en,CC_BY_4_0,2015-07-26T17:32:49Z,,http://data.huh.harvard.edu/18f2f4a3-cc4a-48cc-9c0b-6017782ce60d/image,President and Fellows of Harvard College,http://purl.org/dc/dcmitype/PhysicalObject,urn:lsid:biocol.org:col:15868,urn:lsid:biocol.org:col:15868,,NEBC,NEBC,Harvard University Herbaria: All Records,,PRESERVED_SPECIMEN,,,"{""huh_taxonomic_group"": ""Vascular"", ""huh_project_id"": 3, ""huh_project_name"": ""New England Vascular Plants TCN""}",18f2f4a3-cc4a-48cc-9c0b-6017782ce60d,barcode-00602168,3001,A. F. Hill,,,,,,,,,,,,,,,PRESENT,Sheet,in collection,,,,,,,,,,,,,,,,,,,,3001,8/10/1918,,222,222,1918,8,10,10-Aug-18,,,,,,,,,,North America;United States of America;Maine;Hancock County;,NORTH_AMERICA,,,,US,Maine,Hancock County,Brooklin,Brooklin,Brooklin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raphanus raphanistrum L.,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,SPECIES,,,,ACCEPTED,,,c8d12f8a-7e39-4e2c-92d7-825d590ad15b,US,2026-01-02T15:28:01.784Z,,,,,,,,,StillImage,FALSE,FALSE,3040983,3040983,6,7707728,220,7225535,3112,3040962,,3040983,Raphanus raphanistrum,Raphanus raphanistrum L.,Raphanus raphanistrum,,EML,2026-01-02T15:28:01.784Z,2026-01-02T15:14:41.773Z,,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unreliable Location Data,1998445758,https://huh.harvard.edu/access-digital-reproductions-works-public-domain,,en,CC_BY_4_0,2015-07-26T16:43:17Z,,http://data.huh.harvard.edu/20890c6d-a079-428a-b894-9e7a94470ad4/image,President and Fellows of Harvard College,http://purl.org/dc/dcmitype/PhysicalObject,urn:lsid:biocol.org:col:15868,urn:lsid:biocol.org:col:15868,,NEBC,NEBC,Harvard University Herbaria: All Records,,PRESERVED_SPECIMEN,,,"{""huh_taxonomic_group"": ""Vascular"", ""huh_project_id"": 3, ""huh_project_name"": ""New England Vascular Plants TCN""}",20890c6d-a079-428a-b894-9e7a94470ad4,barcode-00582392,,[no data available],,,,,,,,,,,,,,,PRESENT,Sheet,in collection,,,,,,,,,,,,,,,,,,,,,9/15/1905,,258,258,1905,9,15,,,,,,,,,,,North America;United States of America;Maine;,NORTH_AMERICA,,,,US,Maine,,,Mount Desert Island,Mount Desert Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raphanus raphanistrum L.,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,SPECIES,,,,ACCEPTED,,,861e6afe-f762-11e1-a439-00145eb45e9a,US,2025-12-20T23:46:22.334Z,,,,,,,,,StillImage,FALSE,FALSE,3040983,3040983,6,7707728,220,7225535,3112,3040962,,3040983,Raphanus raphanistrum,Raphanus raphanistrum L.,Raphanus raphanistrum Linnaeus,,EML,2025-12-20T23:46:22.334Z,2025-12-20T23:24:38.540Z,,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unreliable Location Data,1998454138,https://huh.harvard.edu/access-digital-reproductions-works-public-domain,,en,CC_BY_4_0,2015-07-26T16:41:03Z,,http://data.huh.harvard.edu/226826d2-5660-4ca4-90e5-fe191ce89cd3/image,President and Fellows of Harvard College,http://purl.org/dc/dcmitype/PhysicalObject,urn:lsid:biocol.org:col:15868,urn:lsid:biocol.org:col:15868,,NEBC,NEBC,Harvard University Herbaria: All Records,,PRESERVED_SPECIMEN,,,"{""huh_taxonomic_group"": ""Vascular"", ""huh_project_id"": 3, ""huh_project_name"": ""New England Vascular Plants TCN""}",226826d2-5660-4ca4-90e5-fe191ce89cd3,barcode-00582401,1632,A. F. Hill,,,,,,,,,,,,,,,PRESENT,Sheet,in collection,,,,,,,,,,,,,,,,,,,,1632,7/25/1914,,206,206,1914,7,25,July 25 1914,,,,,,,,,,North America;United States of America;Maine;Knox County;,NORTH_AMERICA,,,,US,Maine,Knox County,Isle au Haut,Isle au Haut,Isle au Haut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raphanus raphanistrum L.,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,SPECIES,,,,ACCEPTED,,,861e6afe-f762-11e1-a439-00145eb45e9a,US,2025-12-20T23:46:24.897Z,,,,,,,,,StillImage,FALSE,FALSE,3040983,3040983,6,7707728,220,7225535,3112,3040962,,3040983,Raphanus raphanistrum,Raphanus raphanistrum L.,Raphanus raphanistrum Linnaeus,,EML,2025-12-20T23:46:24.897Z,2025-12-20T23:24:38.540Z,,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unreliable Location Data,1998454694,https://huh.harvard.edu/access-digital-reproductions-works-public-domain,,en,CC_BY_4_0,2015-07-26T16:40:14Z,,http://data.huh.harvard.edu/227ed255-86fe-44a9-9a56-2ab2f059601c/image,President and Fellows of Harvard College,http://purl.org/dc/dcmitype/PhysicalObject,urn:lsid:biocol.org:col:15868,urn:lsid:biocol.org:col:15868,,NEBC,NEBC,Harvard University Herbaria: All Records,,PRESERVED_SPECIMEN,,,"{""huh_taxonomic_group"": ""Vascular"", ""huh_project_id"": 3, ""huh_project_name"": ""New England Vascular Plants TCN""}",227ed255-86fe-44a9-9a56-2ab2f059601c,barcode-00582397,1589,A. F. Hill,,,,,,,,,,,,,,,PRESENT,Sheet,in collection,,,,,,,,,,,,,,,,,,,,1589,7/31/1914,,212,212,1914,7,31,31-Jul-14,,,,,,,,,,North America;United States of America;Maine;Hancock County;,NORTH_AMERICA,,,,US,Maine,Hancock County,Swans Island,Swans Island,Swans Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raphanus raphanistrum L.,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,SPECIES,,,,ACCEPTED,,,861e6afe-f762-11e1-a439-00145eb45e9a,US,2025-12-20T23:46:28.914Z,,,,,,,,,StillImage,FALSE,FALSE,3040983,3040983,6,7707728,220,7225535,3112,3040962,,3040983,Raphanus raphanistrum,Raphanus raphanistrum L.,Raphanus raphanistrum Linnaeus,,EML,2025-12-20T23:46:28.914Z,2025-12-20T23:24:38.540Z,,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unreliable Location Data,1998545710,https://huh.harvard.edu/access-digital-reproductions-works-public-domain,,en,CC_BY_4_0,2015-07-26T16:36:48Z,,http://data.huh.harvard.edu/36eb8e08-6c4b-4a7a-b85b-ae74307d8850/image,President and Fellows of Harvard College,http://purl.org/dc/dcmitype/PhysicalObject,urn:lsid:biocol.org:col:15868,urn:lsid:biocol.org:col:15868,,NEBC,NEBC,Harvard University Herbaria: All Records,,PRESERVED_SPECIMEN,,,"{""huh_taxonomic_group"": ""Vascular"", ""huh_project_id"": 3, ""huh_project_name"": ""New England Vascular Plants TCN""}",36eb8e08-6c4b-4a7a-b85b-ae74307d8850,barcode-00582382,,J. Parkin,,,,,,,,,,,,,,,PRESENT,Sheet,in collection,,,,,,,,,,,,,,,,,,,,,1893,,,,1893,,,July 1893,,,,,,,,,,North America;United States of America;Maine;Oxford County;,NORTH_AMERICA,,,,US,Maine,Oxford County,Hartford,Hartford,Hartford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raphanus raphanistrum L.,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,SPECIES,,,,ACCEPTED,,,861e6afe-f762-11e1-a439-00145eb45e9a,US,2025-12-20T23:46:27.051Z,,,,,,,,,StillImage,FALSE,FALSE,3040983,3040983,6,7707728,220,7225535,3112,3040962,,3040983,Raphanus raphanistrum,Raphanus raphanistrum L.,Raphanus raphanistrum Linnaeus,,EML,2025-12-20T23:46:27.051Z,2025-12-20T23:24:38.540Z,,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
