Reason,gbifID,accessRights,bibliographicCitation,language,license,modified,publisher,references,rightsHolder,type,institutionID,collectionID,datasetID,institutionCode,collectionCode,datasetName,ownerInstitutionCode,basisOfRecord,informationWithheld,dataGeneralizations,dynamicProperties,occurrenceID,catalogNumber,recordNumber,recordedBy,recordedByID,individualCount,organismQuantity,organismQuantityType,sex,lifeStage,reproductiveCondition,caste,behavior,vitality,establishmentMeans,degreeOfEstablishment,pathway,georeferenceVerificationStatus,occurrenceStatus,preparations,disposition,associatedOccurrences,associatedReferences,associatedSequences,associatedTaxa,otherCatalogNumbers,occurrenceRemarks,organismID,organismName,organismScope,associatedOrganisms,previousIdentifications,organismRemarks,materialEntityID,materialEntityRemarks,verbatimLabel,materialSampleID,eventID,parentEventID,eventType,fieldNumber,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,samplingProtocol,sampleSizeValue,sampleSizeUnit,samplingEffort,fieldNotes,eventRemarks,locationID,higherGeographyID,higherGeography,continent,waterBody,islandGroup,island,countryCode,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,verticalDatum,verbatimDepth,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,locationAccordingTo,locationRemarks,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,pointRadiusSpatialFit,verbatimCoordinateSystem,verbatimSRS,footprintWKT,footprintSRS,footprintSpatialFit,georeferencedBy,georeferencedDate,georeferenceProtocol,georeferenceSources,georeferenceRemarks,geologicalContextID,earliestEonOrLowestEonothem,latestEonOrHighestEonothem,earliestEraOrLowestErathem,latestEraOrHighestErathem,earliestPeriodOrLowestSystem,latestPeriodOrHighestSystem,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,earliestAgeOrLowestStage,latestAgeOrHighestStage,lowestBiostratigraphicZone,highestBiostratigraphicZone,lithostratigraphicTerms,group,formation,member,bed,identificationID,verbatimIdentification,identificationQualifier,typeStatus,identifiedBy,identifiedByID,dateIdentified,identificationReferences,identificationVerificationStatus,identificationRemarks,taxonID,scientificNameID,acceptedNameUsageID,parentNameUsageID,originalNameUsageID,nameAccordingToID,namePublishedInID,taxonConceptID,scientificName,acceptedNameUsage,parentNameUsage,originalNameUsage,nameAccordingTo,namePublishedIn,namePublishedInYear,higherClassification,kingdom,phylum,class,order,superfamily,family,subfamily,tribe,subtribe,genus,genericName,subgenus,infragenericEpithet,specificEpithet,infraspecificEpithet,cultivarEpithet,taxonRank,verbatimTaxonRank,vernacularName,nomenclaturalCode,taxonomicStatus,nomenclaturalStatus,taxonRemarks,datasetKey,publishingCountry,lastInterpreted,elevation,elevationAccuracy,depth,depthAccuracy,distanceFromCentroidInMeters,issue,taxonomicIssue,nonTaxonomicIssue,mediaType,hasCoordinate,hasGeospatialIssues,taxonKey,acceptedTaxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,subgenusKey,speciesKey,species,acceptedScientificName,verbatimScientificName,typifiedName,protocol,lastParsed,lastCrawled,isInvasive,repatriated,relativeOrganismQuantity,projectId,isSequenced,gbifRegion,publishedByGbifRegion,level0Gid,level0Name,level1Gid,level1Name,level2Gid,level2Name,level3Gid,level3Name,iucnRedListCategory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unreliable Location Data,1998545689,https://huh.harvard.edu/access-digital-reproductions-works-public-domain,,en,CC_BY_4_0,2015-07-26T16:42:56Z,,http://data.huh.harvard.edu/36ee3ef2-6abd-408b-a274-265b46784419/image,President and Fellows of Harvard College,http://purl.org/dc/dcmitype/PhysicalObject,urn:lsid:biocol.org:col:15631,urn:lsid:biocol.org:col:15631,,GH,GH,Harvard University Herbaria: All Records,,PRESERVED_SPECIMEN,,,"{""huh_taxonomic_group"": ""Vascular"", ""huh_project_id"": 3, ""huh_project_name"": ""New England Vascular Plants TCN""}",36ee3ef2-6abd-408b-a274-265b46784419,barcode-00582388,,[no data available],,,,,,,,,,,,,,,PRESENT,Sheet,in collection,,,,,,,,,,,,,,,,,,,,,7/1/1902,,182,182,1902,7,1,,,,,,,,,,,North America;United States of America;Maine;Knox County;,NORTH_AMERICA,,,,US,Maine,Knox County,Washington,Washington,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raphanus raphanistrum L.,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,SPECIES,,,,ACCEPTED,,,861e6afe-f762-11e1-a439-00145eb45e9a,US,2025-12-20T23:46:24.873Z,,,,,,,,,StillImage,FALSE,FALSE,3040983,3040983,6,7707728,220,7225535,3112,3040962,,3040983,Raphanus raphanistrum,Raphanus raphanistrum L.,Raphanus raphanistrum Linnaeus,,EML,2025-12-20T23:46:24.873Z,2025-12-20T23:24:38.540Z,,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unreliable Location Data,1998554455,https://huh.harvard.edu/access-digital-reproductions-works-public-domain,,en,CC_BY_4_0,2015-07-26T16:43:37Z,,http://data.huh.harvard.edu/38e22a78-a235-4e81-8884-4e6260cf0622/image,President and Fellows of Harvard College,http://purl.org/dc/dcmitype/PhysicalObject,urn:lsid:biocol.org:col:15868,urn:lsid:biocol.org:col:15868,,NEBC,NEBC,Harvard University Herbaria: All Records,,PRESERVED_SPECIMEN,,,"{""huh_taxonomic_group"": ""Vascular"", ""huh_project_id"": 3, ""huh_project_name"": ""New England Vascular Plants TCN""}",38e22a78-a235-4e81-8884-4e6260cf0622,barcode-00582398,,[no data available],,,,,,,,,,,,,,,PRESENT,Sheet,in collection,,,,,,,,,,,,,,,,,,,,,7/1/1902,,182,182,1902,7,1,,,,,,,,,,,North America;United States of America;Maine;Knox County;,NORTH_AMERICA,,,,US,Maine,Knox County,Washington,Washington,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raphanus raphanistrum L.,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,SPECIES,,,,ACCEPTED,,,861e6afe-f762-11e1-a439-00145eb45e9a,US,2025-12-20T23:46:26.610Z,,,,,,,,,StillImage,FALSE,FALSE,3040983,3040983,6,7707728,220,7225535,3112,3040962,,3040983,Raphanus raphanistrum,Raphanus raphanistrum L.,Raphanus raphanistrum Linnaeus,,EML,2025-12-20T23:46:26.610Z,2025-12-20T23:24:38.540Z,,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unreliable Location Data,1998580284,https://huh.harvard.edu/access-digital-reproductions-works-public-domain,,en,CC_BY_4_0,2015-07-26T16:47:41Z,,http://data.huh.harvard.edu/3ec342bd-1cea-4a17-bac9-047ba89efc0c/image,President and Fellows of Harvard College,http://purl.org/dc/dcmitype/PhysicalObject,urn:lsid:biocol.org:col:15868,urn:lsid:biocol.org:col:15868,,NEBC,NEBC,Harvard University Herbaria: All Records,,PRESERVED_SPECIMEN,,,"{""huh_taxonomic_group"": ""Vascular"", ""huh_project_id"": 3, ""huh_project_name"": ""New England Vascular Plants TCN""}",3ec342bd-1cea-4a17-bac9-047ba89efc0c,barcode-00582418,30007,S. K. Harris,,,,,,,,,,,,,,,PRESENT,Sheet,in collection,,,,,,,,,,,,,,,,,,,,30007,8/11/1966,,223,223,1966,8,11,11-Aug-66,,,,,,,,,,North America;United States of America;Maine;,NORTH_AMERICA,,,,US,Maine,,,Atkinson and Gilmanton Academy,Atkinson and Gilmanton Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raphanus raphanistrum L.,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,SPECIES,,,,ACCEPTED,,,861e6afe-f762-11e1-a439-00145eb45e9a,US,2025-12-20T23:46:18.060Z,,,,,,,,,StillImage,FALSE,FALSE,3040983,3040983,6,7707728,220,7225535,3112,3040962,,3040983,Raphanus raphanistrum,Raphanus raphanistrum L.,Raphanus raphanistrum Linnaeus,,EML,2025-12-20T23:46:18.060Z,2025-12-20T23:24:38.540Z,,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unreliable Location Data,1998641028,https://huh.harvard.edu/access-digital-reproductions-works-public-domain,,en,CC_BY_4_0,2015-07-26T17:33:38Z,,http://data.huh.harvard.edu/4c7a2ccd-3854-427e-8a54-c2a460cad895/image,President and Fellows of Harvard College,http://purl.org/dc/dcmitype/PhysicalObject,urn:lsid:biocol.org:col:15868,urn:lsid:biocol.org:col:15868,,NEBC,NEBC,Harvard University Herbaria: All Records,,PRESERVED_SPECIMEN,,,"{""huh_taxonomic_group"": ""Vascular"", ""huh_project_id"": 3, ""huh_project_name"": ""New England Vascular Plants TCN""}",4c7a2ccd-3854-427e-8a54-c2a460cad895,barcode-00602171,13924,A. S. Pease,,,,,,,,,,,,,,,PRESENT,Sheet,in collection,,,,,,,,,,,,,,,,,,,,13924,8/23/1912,,236,236,1912,8,23,23-Aug-12,,,,,,,,,,North America;United States of America;Maine;,NORTH_AMERICA,,,,US,Maine,,,Colebrook,Colebrook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raphanus raphanistrum L.,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,SPECIES,,,,ACCEPTED,,,861e6afe-f762-11e1-a439-00145eb45e9a,US,2025-12-20T23:46:20.209Z,,,,,,,,,StillImage,FALSE,FALSE,3040983,3040983,6,7707728,220,7225535,3112,3040962,,3040983,Raphanus raphanistrum,Raphanus raphanistrum L.,Raphanus raphanistrum Linnaeus,,EML,2025-12-20T23:46:20.209Z,2025-12-20T23:24:38.540Z,,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unreliable Location Data,1998657067,https://huh.harvard.edu/access-digital-reproductions-works-public-domain,,en,CC_BY_4_0,2015-07-26T16:38:59Z,,http://data.huh.harvard.edu/503392d7-e680-4e12-988d-6ee96657f698/image,President and Fellows of Harvard College,http://purl.org/dc/dcmitype/PhysicalObject,urn:lsid:biocol.org:col:15868,urn:lsid:biocol.org:col:15868,,NEBC,NEBC,Harvard University Herbaria: All Records,,PRESERVED_SPECIMEN,,,"{""huh_taxonomic_group"": ""Vascular"", ""huh_project_id"": 3, ""huh_project_name"": ""New England Vascular Plants TCN""}",503392d7-e680-4e12-988d-6ee96657f698,barcode-00582393,,E. L. Rand,,,,,,,,,,,,,,,PRESENT,Sheet,in collection,,,,,,,,,,,,,,,,,,,,,1890-08-21,,233,233,1890,8,21,August 21st 1890,,,,,,,,,,North America;United States of America;Maine;,NORTH_AMERICA,,,,US,Maine,,,Mount Desert Island,Mount Desert Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raphanus raphanistrum L.,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,SPECIES,,,,ACCEPTED,,,861e6afe-f762-11e1-a439-00145eb45e9a,US,2025-12-20T23:46:22.954Z,,,,,,,,,StillImage,FALSE,FALSE,3040983,3040983,6,7707728,220,7225535,3112,3040962,,3040983,Raphanus raphanistrum,Raphanus raphanistrum L.,Raphanus raphanistrum Linnaeus,,EML,2025-12-20T23:46:22.954Z,2025-12-20T23:24:38.540Z,,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unreliable Location Data,1998692517,https://huh.harvard.edu/access-digital-reproductions-works-public-domain,,en,CC_BY_4_0,2015-07-26T16:36:16Z,,http://data.huh.harvard.edu/58282a82-02e9-4e60-9648-dc227ef33801/image,President and Fellows of Harvard College,http://purl.org/dc/dcmitype/PhysicalObject,urn:lsid:biocol.org:col:15868,urn:lsid:biocol.org:col:15868,,NEBC,NEBC,Harvard University Herbaria: All Records,,PRESERVED_SPECIMEN,,,"{""huh_taxonomic_group"": ""Vascular"", ""huh_project_id"": 3, ""huh_project_name"": ""New England Vascular Plants TCN""}",58282a82-02e9-4e60-9648-dc227ef33801,barcode-00582380,,K. Furbish,,,,,,,,,,,,,,,PRESENT,Sheet,in collection,,,,,,,,,,,,,,,,,,,,,1897,,,,1897,,,July 1897,,,,,,,,,,North America;United States of America;Maine;Oxford County;,NORTH_AMERICA,,,,US,Maine,Oxford County,Gilead,Gilead,Gilead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raphanus raphanistrum L.,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,SPECIES,,,,ACCEPTED,,,861e6afe-f762-11e1-a439-00145eb45e9a,US,2025-12-20T23:46:20.713Z,,,,,,,,,StillImage,FALSE,FALSE,3040983,3040983,6,7707728,220,7225535,3112,3040962,,3040983,Raphanus raphanistrum,Raphanus raphanistrum L.,Raphanus raphanistrum Linnaeus,,EML,2025-12-20T23:46:20.713Z,2025-12-20T23:24:38.540Z,,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unreliable Location Data,1998704055,https://huh.harvard.edu/access-digital-reproductions-works-public-domain,,en,CC_BY_4_0,2015-07-26T16:35:59Z,,http://data.huh.harvard.edu/5aac64ab-1809-48e3-96dd-86458623aab7/image,President and Fellows of Harvard College,http://purl.org/dc/dcmitype/PhysicalObject,urn:lsid:biocol.org:col:15868,urn:lsid:biocol.org:col:15868,,NEBC,NEBC,Harvard University Herbaria: All Records,,PRESERVED_SPECIMEN,,,"{""huh_taxonomic_group"": ""Vascular"", ""huh_project_id"": 3, ""huh_project_name"": ""New England Vascular Plants TCN""}",5aac64ab-1809-48e3-96dd-86458623aab7,barcode-00582379,607302,L. A. Wheeler,,,,,,,,,,,,,,,PRESENT,Sheet,in collection,,,,,,,,,,,,,,,,,,,,607302,6/28/1937,,179,179,1937,6,28,6/28/2037,,,,,,,,,,North America;United States of America;Maine;,NORTH_AMERICA,,,,US,Maine,,,North-West Bethel,North-West Bethel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raphanus raphanistrum L.,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,SPECIES,,,,ACCEPTED,,,861e6afe-f762-11e1-a439-00145eb45e9a,US,2025-12-20T23:46:21.403Z,,,,,,,,,StillImage,FALSE,FALSE,3040983,3040983,6,7707728,220,7225535,3112,3040962,,3040983,Raphanus raphanistrum,Raphanus raphanistrum L.,Raphanus raphanistrum Linnaeus,,EML,2025-12-20T23:46:21.403Z,2025-12-20T23:24:38.540Z,,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unreliable Location Data,1998736280,https://huh.harvard.edu/access-digital-reproductions-works-public-domain,,en,CC_BY_4_0,2015-07-26T16:40:30Z,,http://data.huh.harvard.edu/620ace6a-7434-4614-b4a9-d4a76240ba9b/image,President and Fellows of Harvard College,http://purl.org/dc/dcmitype/PhysicalObject,urn:lsid:biocol.org:col:15868,urn:lsid:biocol.org:col:15868,,NEBC,NEBC,Harvard University Herbaria: All Records,,PRESERVED_SPECIMEN,,,"{""huh_taxonomic_group"": ""Vascular"", ""huh_project_id"": 3, ""huh_project_name"": ""New England Vascular Plants TCN""}",620ace6a-7434-4614-b4a9-d4a76240ba9b,barcode-00582400,426,G. B. Rossbach,,,,,,,,,,,,,,,PRESENT,Sheet,in collection,,,,,,,,,,,,,,,,,,,,426,7/7/1930,,188,188,1930,7,7,7-Jul-30,,,,,,,,,,North America;United States of America;Maine;Waldo County;,NORTH_AMERICA,,,,US,Maine,Waldo County,Lincolnville,Lincolnville,Lincolnville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raphanus raphanistrum L.,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,SPECIES,,,,ACCEPTED,,,861e6afe-f762-11e1-a439-00145eb45e9a,US,2025-12-20T23:46:22.396Z,,,,,,,,,StillImage,FALSE,FALSE,3040983,3040983,6,7707728,220,7225535,3112,3040962,,3040983,Raphanus raphanistrum,Raphanus raphanistrum L.,Raphanus raphanistrum Linnaeus,,EML,2025-12-20T23:46:22.396Z,2025-12-20T23:24:38.540Z,,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unreliable Location Data,1998783734,https://huh.harvard.edu/access-digital-reproductions-works-public-domain,,en,CC_BY_4_0,2015-07-26T16:39:15Z,,http://data.huh.harvard.edu/6c9dc4b3-8c22-4e49-9c40-762d8ef09414/image,President and Fellows of Harvard College,http://purl.org/dc/dcmitype/PhysicalObject,urn:lsid:biocol.org:col:15868,urn:lsid:biocol.org:col:15868,,NEBC,NEBC,Harvard University Herbaria: All Records,,PRESERVED_SPECIMEN,,,"{""huh_taxonomic_group"": ""Vascular"", ""huh_project_id"": 3, ""huh_project_name"": ""New England Vascular Plants TCN""}",6c9dc4b3-8c22-4e49-9c40-762d8ef09414,barcode-00582394,,J. L. Wakefield,,,,,,,,,,,,,,,PRESENT,Sheet,in collection,,,,,,,,,,,,,,,,,,,,,1890-08-21,,233,233,1890,8,21,August 21 1890,,,,,,,,,,North America;United States of America;Maine;,NORTH_AMERICA,,,,US,Maine,,,Mount Desert Island,Mount Desert Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raphanus raphanistrum L.,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,SPECIES,,,,ACCEPTED,,,861e6afe-f762-11e1-a439-00145eb45e9a,US,2025-12-20T23:46:29.160Z,,,,,,,,,StillImage,FALSE,FALSE,3040983,3040983,6,7707728,220,7225535,3112,3040962,,3040983,Raphanus raphanistrum,Raphanus raphanistrum L.,Raphanus raphanistrum Linnaeus,,EML,2025-12-20T23:46:29.160Z,2025-12-20T23:24:38.540Z,,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unreliable Location Data,1998789473,https://huh.harvard.edu/access-digital-reproductions-works-public-domain,,en,CC_BY_4_0,2015-07-26T17:32:01Z,,http://data.huh.harvard.edu/6e0ceed9-88fa-4c72-8858-2a9b4c90bee3/image,President and Fellows of Harvard College,http://purl.org/dc/dcmitype/PhysicalObject,urn:lsid:biocol.org:col:15868,urn:lsid:biocol.org:col:15868,,NEBC,NEBC,Harvard University Herbaria: All Records,,PRESERVED_SPECIMEN,,,"{""huh_taxonomic_group"": ""Vascular"", ""huh_project_id"": 3, ""huh_project_name"": ""New England Vascular Plants TCN""}",6e0ceed9-88fa-4c72-8858-2a9b4c90bee3,barcode-00602165,,M. L. Fernald,,,,,,,,,,,,,,,PRESENT,Sheet,in collection,,,,,,,,,,,,,,,,,,,,,1894-08-13,,225,225,1894,8,13,"Aug. 13, 1894",,,,,,,,,,North America;United States of America;Maine;Franklin County;,NORTH_AMERICA,,,,US,Maine,Franklin County,Farmington,Farmington,Farmington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raphanus raphanistrum L.,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,SPECIES,,,,ACCEPTED,,,861e6afe-f762-11e1-a439-00145eb45e9a,US,2025-12-20T23:46:20.320Z,,,,,,,,,StillImage,FALSE,FALSE,3040983,3040983,6,7707728,220,7225535,3112,3040962,,3040983,Raphanus raphanistrum,Raphanus raphanistrum L.,Raphanus raphanistrum Linnaeus,,EML,2025-12-20T23:46:20.320Z,2025-12-20T23:24:38.540Z,,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unreliable Location Data,1998826733,https://huh.harvard.edu/access-digital-reproductions-works-public-domain,,en,CC_BY_4_0,2015-07-26T16:41:20Z,,http://data.huh.harvard.edu/765be6f3-bca6-42b2-a4c3-2275185ee8ff/image,President and Fellows of Harvard College,http://purl.org/dc/dcmitype/PhysicalObject,urn:lsid:biocol.org:col:15868,urn:lsid:biocol.org:col:15868,,NEBC,NEBC,Harvard University Herbaria: All Records,,PRESERVED_SPECIMEN,,,"{""huh_taxonomic_group"": ""Vascular"", ""huh_project_id"": 3, ""huh_project_name"": ""New England Vascular Plants TCN""}",765be6f3-bca6-42b2-a4c3-2275185ee8ff,barcode-00582402,,C. A. E. Long,,,,,,,,,,,,,,,PRESENT,Sheet,in collection,,,,,,,,,,,,,,,,,,,,,7/16/1920,,198,198,1920,7,16,"Jly. 16, 1920",,,,,,,,,,North America;United States of America;Maine;,NORTH_AMERICA,,,,US,Maine,,,Matinicus,Matinicus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raphanus raphanistrum L.,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,SPECIES,,,,ACCEPTED,,,861e6afe-f762-11e1-a439-00145eb45e9a,US,2025-12-20T23:46:24.669Z,,,,,,,,,StillImage,FALSE,FALSE,3040983,3040983,6,7707728,220,7225535,3112,3040962,,3040983,Raphanus raphanistrum,Raphanus raphanistrum L.,Raphanus raphanistrum Linnaeus,,EML,2025-12-20T23:46:24.669Z,2025-12-20T23:24:38.540Z,,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unreliable Location Data,1998847226,https://huh.harvard.edu/access-digital-reproductions-works-public-domain,,en,CC_BY_4_0,2015-07-26T16:41:36Z,,http://data.huh.harvard.edu/7adcccd0-94d8-485a-b659-9065765b1e15/image,President and Fellows of Harvard College,http://purl.org/dc/dcmitype/PhysicalObject,urn:lsid:biocol.org:col:15868,urn:lsid:biocol.org:col:15868,,NEBC,NEBC,Harvard University Herbaria: All Records,,PRESERVED_SPECIMEN,,,"{""huh_taxonomic_group"": ""Vascular"", ""huh_project_id"": 3, ""huh_project_name"": ""New England Vascular Plants TCN""}",7adcccd0-94d8-485a-b659-9065765b1e15,barcode-00582403,,E. B. Chamberlain,,,,,,,,,,,,,,,PRESENT,Sheet,in collection,,,,,,,,,,,,,,,,,,,,,1898-06-15,,166,166,1898,6,15,June 15. 1898,,,,,,,,,,North America;United States of America;Maine;Lincoln County;,NORTH_AMERICA,,,,US,Maine,Lincoln County,Bristol,Bristol,Bristol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raphanus raphanistrum L.,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,SPECIES,,,,ACCEPTED,,,861e6afe-f762-11e1-a439-00145eb45e9a,US,2025-12-20T23:46:22.745Z,,,,,,,,,StillImage,FALSE,FALSE,3040983,3040983,6,7707728,220,7225535,3112,3040962,,3040983,Raphanus raphanistrum,Raphanus raphanistrum L.,Raphanus raphanistrum Linnaeus,,EML,2025-12-20T23:46:22.745Z,2025-12-20T23:24:38.540Z,,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unreliable Location Data,1998870211,https://huh.harvard.edu/access-digital-reproductions-works-public-domain,,en,CC_BY_4_0,2015-07-26T16:45:29Z,,http://data.huh.harvard.edu/802b204a-e6af-4022-8474-746846d54620/image,President and Fellows of Harvard College,http://purl.org/dc/dcmitype/PhysicalObject,urn:lsid:biocol.org:col:15631,urn:lsid:biocol.org:col:15631,,GH,GH,Harvard University Herbaria: All Records,,PRESERVED_SPECIMEN,,,"{""huh_taxonomic_group"": ""Vascular"", ""huh_project_id"": 3, ""huh_project_name"": ""New England Vascular Plants TCN""}",802b204a-e6af-4022-8474-746846d54620,barcode-00582410,,J. Parkin,,,,,,,,,,,,,,,PRESENT,Sheet,in collection,,,,,,,,,,,,,,,,,,,,,1893,,,,1893,,,"Sept., 1893",,,,,,,,,,North America;United States of America;Maine;York County;,NORTH_AMERICA,,,,US,Maine,York County,North Berwick,North Berwick,North Berwick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raphanus raphanistrum L.,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,SPECIES,,,,ACCEPTED,,,861e6afe-f762-11e1-a439-00145eb45e9a,US,2025-12-20T23:46:27.004Z,,,,,,,,,StillImage,FALSE,FALSE,3040983,3040983,6,7707728,220,7225535,3112,3040962,,3040983,Raphanus raphanistrum,Raphanus raphanistrum L.,Raphanus raphanistrum Linnaeus,,EML,2025-12-20T23:46:27.004Z,2025-12-20T23:24:38.540Z,,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
